lineage,1.0,1.0.2,1.0.3,1.0.5,1.0.6,1.0.7,1.0.8,1.0.9,1.0.10,1.0.11,1.0.12
B.1.1.421,860543|B.1.1_5,860543|B.1.1_6,860543|B.1.1_6,416665|B.1.1_10,416665|B.1.1_10,416665|B.1.1_5,416665|B.1.1_10,416665|B.1.1_9,416665|B.1.1_5,416665|B.1.1_9,416665|B.1.1_9
B.1.1.141,e9bbd6|B.1.1_6,e9bbd6|B.1.1_4,e9bbd6|B.1.1_7,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_4,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3
B.1.1.280,e9bbd6|B.1.1_6,e9bbd6|B.1.1_4,e9bbd6|B.1.1_7,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_4,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3
B.1.1.396,e9bbd6|B.1.1_6,e9bbd6|B.1.1_4,e9bbd6|B.1.1_7,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_3,e9bbd6|B.1.1_4,e9bbd6|B.1.1_4,e9bbd6|B.1.1_2,e9bbd6|B.1.1_3
B.1.177.18,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|A_12,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_3
B.1.177.19,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|A_12,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_3
B.1.177.20,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|A_12,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_4,c4de6c|B.1.177_3
B.1.1.345,558560|B.1.1_7,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|A_9,9c2ac1|B.1_5,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_5
B.1.1.393,558560|B.1.1_7,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|A_9,9c2ac1|B.1_5,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_5
N.9,558560|B.1.1_7,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|A_9,9c2ac1|B.1_5,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_6,9c2ac1|B.1_6,9c2ac1|B.1_4,9c2ac1|B.1_5
B.1.1.349,f606ef|B.1_8,f606ef|B.1_15,f606ef|B.1_12,f606ef|A_20,f606ef|B.1_8,f606ef|B.1_13,f606ef|B.1_14,f606ef|B.1_10,f606ef|B.1_11,f606ef|B.1_14,f606ef|B.1_15
B.1.91,f606ef|B.1_8,f606ef|B.1_15,f606ef|B.1_12,f606ef|A_20,f606ef|B.1_8,f606ef|B.1_13,f606ef|B.1_14,f606ef|B.1_10,f606ef|B.1_11,f606ef|B.1_14,f606ef|B.1_15
B.1.1.28,39d875|B.1.1_8,39d875|B.1.1_9,dcbbac|B.1.1_3,dcbbac|B.1.1_4,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_3,dcbbac|B.1.1_2
B.1.1.332,39d875|B.1.1_8,39d875|B.1.1_9,dcbbac|B.1.1_3,dcbbac|B.1.1_4,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_2,dcbbac|B.1.1_3,dcbbac|B.1.1_2
B.1.313,29fc49|B.1_9,29fc49|B.1_13,29fc49|B.1_10,29fc49|A_19,29fc49|B.1_12,29fc49|B.1_12,29fc49|B.1_13,29fc49|B.1_8,29fc49|B.1_10,29fc49|B.1_13,29fc49|B.1_9
B.1.426,29fc49|B.1_9,29fc49|B.1_13,29fc49|B.1_10,29fc49|A_19,29fc49|B.1_12,29fc49|B.1_12,29fc49|B.1_13,29fc49|B.1_8,29fc49|B.1_10,29fc49|B.1_13,29fc49|B.1_9
B.1.243,1899c9|B.1_10,1899c9|B.1_12,1899c9|B.1_11,1899c9|A_16,1899c9|B.1_11,1899c9|B.1_10,1899c9|B.1_9,1899c9|B.1_9,1899c9|B.1_8,1899c9|B.1_9,1899c9|B.1_8
B.1.602,1899c9|B.1_10,1899c9|B.1_12,1899c9|B.1_11,1899c9|A_16,1899c9|B.1_11,1899c9|B.1_10,1899c9|B.1_9,1899c9|B.1_9,1899c9|B.1_8,1899c9|B.1_9,1899c9|B.1_8
A.12,b5f95d|A_3,b5f95d|A_4,b5f95d|A_8,b5f95d|A_21,b5f95d|A_4,b5f95d|A_4,b5f95d|A_13,b5f95d|A_13,b5f95d|A_14,b5f95d|A_16,b5f95d|A_14
A.9,b5f95d|A_3,b5f95d|A_4,b5f95d|A_8,b5f95d|A_21,b5f95d|A_4,b5f95d|A_4,b5f95d|A_13,b5f95d|A_13,b5f95d|A_14,b5f95d|A_16,b5f95d|A_14
B.1.1.222,72705a|B.1.1_9,72705a|B.1.1_8,72705a|B.1.1_12,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_5,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_6
B.1.1.322,72705a|B.1.1_9,72705a|B.1.1_8,72705a|B.1.1_12,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_5,72705a|B.1.1_6,72705a|B.1.1_5,72705a|B.1.1_6
B.1.1.464,ba09f1|B.1.1.464_1,2a4fe5|A_3,2a4fe5|A_7,2a4fe5|B.1.1.464_1,2a4fe5|B.1.1.464_1,2a4fe5|B.1.1.464_1,2a4fe5|A_12,2a4fe5|A_12,2a4fe5|A_13,2a4fe5|A_14,2a4fe5|A_16
B.1.1.464.1,ba09f1|B.1.1.464_1,,,,,,,,,,
AP.1,c7cf28|B.1.1_10,c7cf28|B.1.1_10,c7cf28|B.1.1_10,e9bec7|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,baabaf|A_1,65ec24|A_1,65ec24|A_1,65ec24|A_1
B.1.1.136,c7cf28|B.1.1_10,c7cf28|B.1.1_10,c7cf28|B.1.1_10,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136,5e6c78|B.1.1.136
B.1.158,4655d5|B.1_11,4655d5|B.1_17,4655d5|B.1_17,4655d5|A_24,4655d5|B.1_17,4655d5|B.1_17,4655d5|B.1_15,4655d5|B.1_13,4655d5|B.1_17,4655d5|B.1_16,4655d5|B.1_16
B.1.549,4655d5|B.1_11,4655d5|B.1_17,4655d5|B.1_17,4655d5|A_24,4655d5|B.1_17,4655d5|B.1_17,4655d5|B.1_15,4655d5|B.1_13,4655d5|B.1_17,4655d5|B.1_16,4655d5|B.1_16
B.1.1.417,8e9c38|B.1_12,8e9c38|B.1_10,8e9c38|B.1_9,8e9c38|A_17,8e9c38|B.1_10,8e9c38|B.1_11,8e9c38|B.1_11,8e9c38|B.1_11,8e9c38|B.1_12,8e9c38|B.1_10,8e9c38|B.1_12
B.1.367,8e9c38|B.1_12,8e9c38|B.1_10,8e9c38|B.1_9,8e9c38|A_17,8e9c38|B.1_10,8e9c38|B.1_11,8e9c38|B.1_11,8e9c38|B.1_11,8e9c38|B.1_12,8e9c38|B.1_10,8e9c38|B.1_12
B.1.1.72,06668f|B.1.1_11,06668f|B.1.1_7,06668f|B.1.1_11,06668f|B.1.1_8,06668f|B.1.1_6,06668f|B.1.1_7,06668f|B.1.1_8,06668f|B.1.1_8,06668f|B.1.1_9,06668f|B.1.1_7,06668f|B.1.1_8
N.2,06668f|B.1.1_11,06668f|B.1.1_7,06668f|B.1.1_11,06668f|B.1.1_8,06668f|B.1.1_6,06668f|B.1.1_7,06668f|B.1.1_8,06668f|B.1.1_8,06668f|B.1.1_9,06668f|B.1.1_7,06668f|B.1.1_8
B.1.588,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1
B.1.588.1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1,368306|B.1.588_1
AK.1,fc7c7d|B.1.1_12,fc7c7d|B.1.1_12,fc7c7d|B.1.1_9,,,,,,,,
B.1.1.302,fc7c7d|B.1.1_12,fc7c7d|B.1.1_12,fc7c7d|B.1.1_9,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302,df188c|B.1.1.302
B.1.1.144,67d617|B.1_13,67d617|B.1_9,67d617|B.1_13,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144,2de973|B.1.1.144
B.1.532,67d617|B.1_13,67d617|B.1_9,67d617|B.1_13,,,,,,,,
C.30,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1
C.30.1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1,77feec|C.30_1
B.1.1.153,444f2e|B.1.1_13,444f2e|B.1.1_11,444f2e|B.1.1_8,444f2e|B.1.1_9,444f2e|B.1.1_7,444f2e|B.1.1_8,444f2e|B.1.1_6,444f2e|B.1.1_7,444f2e|B.1.1_7,444f2e|B.1.1_6,444f2e|B.1.1_7
B.1.1.170,444f2e|B.1.1_13,444f2e|B.1.1_11,444f2e|B.1.1_8,444f2e|B.1.1_9,444f2e|B.1.1_7,444f2e|B.1.1_8,444f2e|B.1.1_6,444f2e|B.1.1_7,444f2e|B.1.1_7,444f2e|B.1.1_6,444f2e|B.1.1_7
B.1.1.428,f196a0|B.1_14,f196a0|B.1_14,f196a0|B.1_16,f196a0|A_23,f196a0|B.1_16,f196a0|B.1_9,f196a0|B.1_17,f196a0|B.1_14,f196a0|B.1_15,f196a0|B.1_12,f196a0|B.1_11
B.1.287,f196a0|B.1_14,f196a0|B.1_14,f196a0|B.1_16,f196a0|A_23,f196a0|B.1_16,f196a0|B.1_9,f196a0|B.1_17,f196a0|B.1_14,f196a0|B.1_15,f196a0|B.1_12,f196a0|B.1_11
B.1.1.251,8337de|B.1_15,8337de|B.1_11,8337de|B.1_14,8337de|A_14,8337de|B.1_13,8337de|B.1_15,8337de|B.1_8,8337de|B.1_12,8337de|B.1_13,8337de|B.1_8,8337de|B.1_10
B.1.396,8337de|B.1_15,8337de|B.1_11,8337de|B.1_14,8337de|A_14,8337de|B.1_13,8337de|B.1_15,8337de|B.1_8,8337de|B.1_12,8337de|B.1_13,8337de|B.1_8,8337de|B.1_10
B.1.177.10,d8ccb0|B.1.177_5,d8ccb0|B.1.177_5,d8ccb0|B.1.177_5,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10,84cca3|B.1.177.10
B.1.177.46,d8ccb0|B.1.177_5,d8ccb0|B.1.177_5,d8ccb0|B.1.177_5,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46,c1e77d|B.1.177.46
B.1.177.54,3c59eb|B.1.177.54_1,3c59eb|B.1.177.54_1,3c59eb|B.1.177.54_1,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54,045edf|B.1.177.54
V.2,3c59eb|B.1.177.54_1,3c59eb|B.1.177.54_1,3c59eb|B.1.177.54_1,,,,,,,,
B.1.258.17,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_3,b24788|B.1.258_2
B.1.258.5,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_2,b24788|B.1.258_3,b24788|B.1.258_2
B.1.177.52,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1
Y.1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1,f82100|B.1.177.52_1
B.1.36.33,76420e|B.1.36_1,3c55d8|B.1_2,3c55d8|B.1_2,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1
B.1.36.7,76420e|B.1.36_1,3c55d8|B.1_2,3c55d8|B.1_2,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1,76420e|B.1.36_1
B.1.160.33,70867b|B.1.160_1,70867b|B.1.160_1,70867b|B.1.160_1,,,,,,,,
B.1.160.7,70867b|B.1.160_1,70867b|B.1.160_1,70867b|B.1.160_1,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7,8621b2|B.1.160.7
B.1.1.224,e4db91|B.1_16,e4db91|B.1_16,e4db91|B.1_15,e4db91|A_15,e4db91|B.1_14,e4db91|B.1_8,e4db91|B.1_10,e4db91|B.1_16,e4db91|B.1_9,e4db91|B.1_11,e4db91|B.1_13
B.1.561,e4db91|B.1_16,e4db91|B.1_16,e4db91|B.1_15,e4db91|A_15,e4db91|B.1_14,e4db91|B.1_8,e4db91|B.1_10,e4db91|B.1_16,e4db91|B.1_9,e4db91|B.1_11,e4db91|B.1_13
B.1.517,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1
B.1.517.1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1,4fc069|B.1.517_1
B.1.351.2,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1
B.1.351.3,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1,596b88|B.1.351_1
B.1.575,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1
B.1.575.1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1,18f508|B.1.575_1
P.1.1,1b32a0|P.1_1,1b32a0|P.1_1,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
P.1.2,1b32a0|P.1_1,1b32a0|P.1_1,7a3546|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1,a91d59|P.1_1
B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29,0421e2|B.29
B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8,3f668c|B.1.8
B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69,5e58e4|B.1.69
B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17,0cfd29|B.1.1.17
B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465,6a1e5e|B.1.465
B.1.489,c03b32|B.1.489,c03b32|B.1.489,c03b32|B.1.489,,,,,,,,
A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3,e633bb|A.3
B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128,c6a278|B.1.128
B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370,c89ed4|B.1.370
B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292,970af4|B.1.292
A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6,c6a004|A.6
B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350,876be5|B.1.350
B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43,886208|B.43
B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75,06ebed|B.1.1.75
B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315,17458f|B.1.315
B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53,94b7fe|B.53
A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11,ff5c32|A.11
B.1.1.49,a47179|B.1.1.49,a47179|B.1.1.49,a47179|B.1.1.49,,,,,,,,
B.1.1.249,b55bcf|B.1.1.249,b55bcf|B.1.1.249,b55bcf|B.1.1.249,,,,,,,,
B.1.1.3,c7668b|B.1.1.3,c7668b|B.1.1.3,c7668b|B.1.1.3,,,,,,,,
B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16,865941|B.1.1.16
B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3,ada157|B.1.3
B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552,a3b241|B.1.552
B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46,7498a9|B.46
B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471,d44354|B.1.471
B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339,4afd5d|B.1.1.339
B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122,bb0ea4|B.1.1.122
B.1.1.363,f9208f|B.1.1.363,f9208f|B.1.1.363,f9208f|B.1.1.363,,,,,,,,
B.1.1.29,dfe5be|B.1.1.29,dfe5be|B.1.1.29,dfe5be|B.1.1.29,,,,,,,,
B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205,e3b455|B.1.205
B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420,b28e2e|B.1.420
B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74,daeb0e|B.1.1.74
B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462,145427|B.1.1.462
B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91,55aca6|B.1.1.91
B.6.7,f9d3a8|B.6.7,,,,,,,,,,
B.1.9.1,137dc8|B.1.9.1,137dc8|B.1.9.1,137dc8|B.1.9.1,,,,,,,,
B.1.1.194,cc83dd|B.1.1.194,cc83dd|B.1.1.194,cc83dd|B.1.1.194,,,,,,,,
B.1.1.296,a1cfac|B.1.1.296,a1cfac|B.1.1.296,a1cfac|B.1.1.296,,,,,,,,
B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219,176122|B.1.219
B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126,6de010|B.1.126
B.1.1.55,69d080|B.1.1.55,69d080|B.1.1.55,69d080|B.1.1.55,,,,,,,,
B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221,1154d7|B.1.1.221
B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515,6fca3b|B.1.515
B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175,c0d4d5|B.1.1.175
